Record ID,State,Plant Code / License ID,Company / Licensee,Site Name,City,County,Address,License / Permit Type,Product Hint,Candidate Category,Priority,Confidence,Review Status,Source System,Source Date,Source URL,Source Evidence,Review Notes,Existing Atlas Check
PA-10004539,PA,10004539,SOUTH MOUNTAIN CREAMERY LLC,SOUTH MOUNTAIN CREAMERY LLC,Chambersburg,,2330 Molly Pitcher Hwy,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005523,PA,10005523,STRUBHAR MARCUS,STRUBHAR MARCUS,East Berlin,,601 Kuhn Fording Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005234,PA,10005234,SUN RE CHEESE CORPORATION,SUN RE CHEESE CORPORATION,Sunbury,,178 Lender Ave,PA Milk Board licensed dealer; plant status requires review,Cheese / farmstead,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004122,PA,10004122,SUNLIGHT WHOLESOME FOODS LLC,SUNLIGHT WHOLESOME FOODS LLC,Blanchard,,313 North Beach St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005562,PA,10005562,SUNNY SKY PRODUCTS LLC,SUNNY SKY PRODUCTS LLC,Douglassville,,48 Quarry Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000050,PA,10000050,TANNER BROTHERS AND SONS INC,TANNER BROTHERS AND SONS INC,Ivyland,,1070 Hatboro Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003784,PA,10003784,THE CREAMERY AT FAIRVIEW FARM LLC,THE CREAMERY AT FAIRVIEW FARM LLC,Granville Summit,,2998 Fairview Road,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003247,PA,10003247,THE FAMILY COW LLC,THE FAMILY COW LLC,Chambersburg,,3854 Olde Scotland Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002386,PA,10002386,THE LANDS AT HILLSIDE FARMS,THE LANDS AT HILLSIDE FARMS,Shavertown,,65 Hillside Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000135,PA,10000135,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,University Park,,119 Food Science Building,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005054,PA,10005054,THE REEDSVILLE CREAMERY LLC,THE REEDSVILLE CREAMERY LLC,Reedsville,,1146 Honey Creek Rd,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000092,PA,10000092,TITUSVILLE DAIRY PROD COMPANY,TITUSVILLE DAIRY PROD COMPANY,Titusville,,217 S Washington St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005242,PA,10005242,TSC EMERALD VALLEY LLC,TSC EMERALD VALLEY LLC,Newville,,1422 Center Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000150,PA,10000150,TURKEY HILL LLC,TURKEY HILL LLC,Conestoga,,2601 River Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000003,PA,10000003,TURNER DAIRY FARMS INC,TURNER DAIRY FARMS INC,Pittsburgh,,1049 Jefferson Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000146,PA,10000146,UNITED DAIRY - FIKES,UNITED DAIRY - FIKES,Uniontown,,PO Box 1247,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003929,PA,10003929,VALENTINO CHEESE AND DAIRY CO LLC,VALENTINO CHEESE AND DAIRY CO LLC,New Castle,,2223 West State St,PA Milk Board licensed dealer; plant status requires review,Cheese / farmstead,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002862,PA,10002862,VALLEY FARMS DAIRY LLC,VALLEY FARMS DAIRY LLC,Williamsport,,1860 East Third St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004218,PA,10004218,VALLEY MILKHOUSE LLC,VALLEY MILKHOUSE LLC,Oley,,92 Covered Bridge Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003949,PA,10003949,WAKEFIELD DAIRY LLC,WAKEFIELD DAIRY LLC,Peach Bottom,,125 Warfel Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000020,PA,10000020,WAWA BEVERAGE COMPANY,WAWA BEVERAGE COMPANY,Media,,1393 West Baltimore Pike,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000710,PA,10000710,WAY-HAR FARM MARKET LLC,WAY-HAR FARM MARKET LLC,Bernville,,PO Box 325,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000168,PA,10000168,WEIS MARKETS INC,WEIS MARKETS INC,Sunbury,,PO Box 471,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003743,PA,10003743,YODER RUDOLF,YODER RUDOLF,Lebanon,,360 Golf Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005273,PA,10005273,YODERS MEATS INC,YODERS MEATS INC,New Holland,,14 South Tower Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004764,PA,10004764,ZIMMERMAN MARVIN OR LUCINDA,ZIMMERMAN MARVIN OR LUCINDA,Mohnton,,1614 Reading Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
